93.4824,1.13133,-1.10206,43.2069,1.26632,0.780213,40.374,-0.376363,-1.63137,-2.40089,375.559,0,2
111.092,-1.56353,1.2165,100.159,1.38581,-0.691162,35.3198,-1.7642,-0.133203,2.06,349.006,0,0
85.921,-1.89531,0.995148,40.9536,-0.691127,0.0247047,40.3753,-2.50967,2.17656,1.25627,305.109,0,0
89.7467,-2.07054,0.570235,20.7582,2.14927,1.73044,10.741,-2.6003,0.814269,1.85412,292.807,1,2
76.23,-1.16658,-0.665636,27.4378,2.31414,-0.713581,15.8238,-0.554388,0.790898,1.67379,214.077,0,0
117.391,-1.12047,0.495823,28.9818,-0.996851,1.50243,19.3094,2.70085,0.966945,0.132064,429.135,0,3
72.9056,-3.0425,0.375119,35.2885,0.0192554,-0.0970541,21.1258,-0.966928,-0.338689,2.42816,299.804,0,0
201.132,2.11388,-1.39576,169.294,-1.09617,-1.02089,149.941,-0.519753,-1.12029,1.54884,862.458,0,2
70.9965,-1.16452,0.570146,47.3142,2.64634,1.67572,32.5621,-0.387579,0.613317,-0.0625822,160.475,0,0
151.745,1.24413,0.598928,101.938,-2.4618,1.8771,54.165,0.486483,-0.191364,-3.00683,470.32,0,1
77.1844,-1.35614,0.089721,63.8774,-2.77829,0.992891,20.793,2.91686,-1.20342,1.89011,305.948,1,2
63.0912,-2.33696,-0.92787,46.3565,0.731766,-2.37584,23.5029,0.628672,-0.555123,0.899684,146.822,0,0
83.3003,1.39797,0.657886,30.2804,-0.88766,0.769726,21.8155,-0.137474,0.327818,-0.594037,370.417,0,0
63.587,0.100469,-1.18603,32.3732,-3.0101,1.47531,28.3856,-0.247888,-0.491749,-1.43627,317.912,0,1
63.5264,-2.43047,0.314728,55.2754,-1.33364,1.40505,28.1611,1.55609,-0.193526,2.21604,1119.51,0,4
98.4365,1.30979,0.342952,65.9833,-0.619827,2.24403,45.2846,0.147557,1.16681,-2.66687,320.94,0,1
95.1038,-1.38328,-1.88631,38.6654,0.301709,-1.67834,37.5958,-2.25128,-0.130262,0.463248,211.939,0,0
118.802,-0.538616,-1.14406,28.9706,1.71118,1.99047,25.1333,1.62553,-1.31947,-2.09561,383.202,0,2
252.636,2.81466,-0.709601,206.651,-3.04082,-1.28977,24.6766,2.58997,-1.19708,3.00925,1444.44,0,0
50.8471,-0.687702,-0.345797,37.8635,2.21976,-0.944153,27.7917,2.7956,0.396132,-1.05078,292.042,0,1
162.724,-1.47066,-0.612128,121.485,1.55187,-1.72754,117.465,-0.933713,-1.04556,-0.453978,1330.03,0,1
